x,D_star_c_target_0
0,0.00000000
0.001,5.96441650
0.002,8.00500488
0.003,9.58874512
0.004,11.08111572
0.005,12.63439941
0.006,14.37042236
0.007,16.22827148
0.008,18.26885986
0.009,20.46173096
0.01,22.80688477
0.011,25.33477783
0.012,28.04541016
0.013,30.96923828
0.014,34.07580566
0.015,37.39556885
0.016,40.98944092
0.017,44.85742188
0.018,48.99951172
0.019,53.44616699
0.02,58.28875732
