x,D_star_c_target_0
0,0.00000000
0.001,5.96441650
0.002,8.00500488
0.003,9.55828857
0.004,10.92883301
0.005,12.17755127
0.006,13.36535645
0.007,14.46179199
0.008,15.55822754
0.009,16.59375000
0.01,17.62927246
0.011,18.63433838
0.012,19.63940430
0.013,20.64447021
0.014,21.64953613
0.015,22.62414551
0.016,23.62921143
0.017,24.63427734
0.018,25.63934326
0.019,26.64440918
0.02,27.64947510
